player,runs,balls,dismissed,opponent,date,venue,type
YBK Jaiswal,6,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
YBK Jaiswal,6,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
YBK Jaiswal,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
YBK Jaiswal,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
YBK Jaiswal,0,1,YBK Jaiswal,Zimbabwe,2024-07-14,Harare Sports Club,batting
Abhishek Sharma,2,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Abhishek Sharma,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Shubman Gill,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Abhishek Sharma,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Abhishek Sharma,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Abhishek Sharma,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Abhishek Sharma,6,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Abhishek Sharma,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Shubman Gill,4,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Shubman Gill,4,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Shubman Gill,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Shubman Gill,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Abhishek Sharma,4,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Abhishek Sharma,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Abhishek Sharma,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Abhishek Sharma,0,1,Abhishek Sharma,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Shubman Gill,2,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Shubman Gill,0,1,Shubman Gill,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,2,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,2,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,2,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,6,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,6,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,2,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,6,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,6,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,2,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
R Parag,0,1,R Parag,Zimbabwe,2024-07-14,Harare Sports Club,batting
S Dube,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
S Dube,2,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
S Dube,6,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
S Dube,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,6,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
S Dube,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,2,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
S Dube,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
S Dube,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
S Dube,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,2,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,4,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
SV Samson,0,1,SV Samson,Zimbabwe,2024-07-14,Harare Sports Club,batting
RK Singh,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
S Dube,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
RK Singh,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
S Dube,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
RK Singh,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
RK Singh,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
S Dube,4,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
S Dube,6,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
S Dube,4,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
RK Singh,0,1,S Dube,Zimbabwe,2024-07-14,Harare Sports Club,batting
RK Singh,2,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
RK Singh,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Washington Sundar,1,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
RK Singh,6,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
RK Singh,0,1,,Zimbabwe,2024-07-14,Harare Sports Club,batting
Abhishek Sharma,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Abhishek Sharma,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Abhishek Sharma,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Abhishek Sharma,0,1,Abhishek Sharma,Zimbabwe,2024-07-06,Harare Sports Club,batting
RD Gaikwad,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
RD Gaikwad,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,4,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
RD Gaikwad,2,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
RD Gaikwad,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
RD Gaikwad,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
RD Gaikwad,4,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
RD Gaikwad,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,3,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
RD Gaikwad,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
RD Gaikwad,0,1,RD Gaikwad,Zimbabwe,2024-07-06,Harare Sports Club,batting
R Parag,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
R Parag,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,4,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
R Parag,0,1,R Parag,Zimbabwe,2024-07-06,Harare Sports Club,batting
RK Singh,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
RK Singh,0,1,RK Singh,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,2,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,4,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Dhruv Jurel,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Dhruv Jurel,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Dhruv Jurel,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Dhruv Jurel,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Dhruv Jurel,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Dhruv Jurel,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Dhruv Jurel,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,4,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Dhruv Jurel,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Dhruv Jurel,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Dhruv Jurel,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Dhruv Jurel,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Dhruv Jurel,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Dhruv Jurel,4,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Dhruv Jurel,0,1,Dhruv Jurel,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,4,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Shubman Gill,0,1,Shubman Gill,Zimbabwe,2024-07-06,Harare Sports Club,batting
Ravi Bishnoi,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Ravi Bishnoi,4,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Ravi Bishnoi,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Ravi Bishnoi,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,3,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Ravi Bishnoi,4,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Ravi Bishnoi,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Ravi Bishnoi,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Ravi Bishnoi,0,1,Ravi Bishnoi,Zimbabwe,2024-07-06,Harare Sports Club,batting
Avesh Khan,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Avesh Khan,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Avesh Khan,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Avesh Khan,4,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Avesh Khan,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Avesh Khan,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,2,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Avesh Khan,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Avesh Khan,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Avesh Khan,4,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Avesh Khan,4,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Avesh Khan,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Avesh Khan,0,1,Avesh Khan,Zimbabwe,2024-07-06,Harare Sports Club,batting
Mukesh Kumar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Mukesh Kumar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Mukesh Kumar,0,1,Mukesh Kumar,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,6,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,4,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,1,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
KK Ahmed,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,2,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,,Zimbabwe,2024-07-06,Harare Sports Club,batting
Washington Sundar,0,1,Washington Sundar,Zimbabwe,2024-07-06,Harare Sports Club,batting
S Rana,0,1,,England,2021-07-14,"County Ground, Chelmsford",batting
S Rana,0,1,,England,2021-07-14,"County Ground, Chelmsford",batting
S Rana,1,1,,England,2021-07-14,"County Ground, Chelmsford",batting
S Rana,1,1,,England,2021-07-14,"County Ground, Chelmsford",batting
S Rana,1,1,,England,2021-07-14,"County Ground, Chelmsford",batting
S Rana,0,1,,England,2021-07-14,"County Ground, Chelmsford",batting
S Rana,1,1,,England,2021-07-14,"County Ground, Chelmsford",batting
S Rana,0,1,S Rana,England,2021-07-14,"County Ground, Chelmsford",batting
DB Sharma,0,1,,England,2021-07-14,"County Ground, Chelmsford",batting
DB Sharma,1,1,,England,2021-07-14,"County Ground, Chelmsford",batting
DB Sharma,1,1,,England,2021-07-14,"County Ground, Chelmsford",batting
DB Sharma,0,1,,England,2021-07-14,"County Ground, Chelmsford",batting
DB Sharma,2,1,,England,2021-07-14,"County Ground, Chelmsford",batting
DB Sharma,0,1,,England,2021-07-14,"County Ground, Chelmsford",batting
DB Sharma,2,1,,England,2021-07-14,"County Ground, Chelmsford",batting
DB Sharma,2,1,,England,2021-07-14,"County Ground, Chelmsford",batting
DB Sharma,1,1,,England,2021-07-14,"County Ground, Chelmsford",batting
Ishan Kishan,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
Ishan Kishan,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,4,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
Ishan Kishan,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
Ishan Kishan,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
Ishan Kishan,4,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
Ishan Kishan,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
Ishan Kishan,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
Ishan Kishan,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
Ishan Kishan,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
Ishan Kishan,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
Ishan Kishan,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,4,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,4,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
Ishan Kishan,2,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
Ishan Kishan,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
Ishan Kishan,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,4,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,2,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
Ishan Kishan,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
Ishan Kishan,0,1,Ishan Kishan,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
DJ Hooda,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
DJ Hooda,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
DJ Hooda,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
DJ Hooda,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
DJ Hooda,4,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
DJ Hooda,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
DJ Hooda,4,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
DJ Hooda,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
DJ Hooda,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,4,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
DJ Hooda,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
DJ Hooda,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
DJ Hooda,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
DJ Hooda,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,6,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,6,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
DJ Hooda,6,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
DJ Hooda,0,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
DJ Hooda,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
DJ Hooda,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
SS Iyer,1,1,,West Indies,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",batting
